date,product_id,product_name,category,order_category,units_sold,price,revenue,stock_level,promotion,day_of_week,month,quarter,year
2023-04-23,PROD_0002,Product 0002,Clothing,Clothing,113,118.2,13356.34,106,0,Sunday,4,2,2023
2023-04-24,PROD_0002,Product 0002,Clothing,Clothing,127,133.48,16951.48,970,1,Monday,4,2,2023
2023-04-25,PROD_0002,Product 0002,Clothing,Clothing,155,145.17,22500.65,617,0,Tuesday,4,2,2023
2023-04-26,PROD_0002,Product 0002,Clothing,Clothing,123,38.2,4698.68,817,0,Wednesday,4,2,2023
2023-04-27,PROD_0002,Product 0002,Clothing,Clothing,156,410.04,63966.81,489,0,Thursday,4,2,2023
2023-04-28,PROD_0002,Product 0002,Clothing,Clothing,103,18.87,1943.88,297,0,Friday,4,2,2023
2023-04-29,PROD_0002,Product 0002,Clothing,Clothing,147,332.05,48810.98,553,0,Saturday,4,2,2023
2023-04-30,PROD_0002,Product 0002,Clothing,Clothing,131,72.59,9509.85,282,0,Sunday,4,2,2023
2023-05-01,PROD_0002,Product 0002,Clothing,Clothing,112,176.48,19766.32,321,0,Monday,5,2,2023
2023-05-02,PROD_0002,Product 0002,Clothing,Clothing,120,421.13,50535.2,577,0,Tuesday,5,2,2023
2023-05-03,PROD_0002,Product 0002,Clothing,Clothing,110,260.46,28650.94,922,0,Wednesday,5,2,2023
2023-05-04,PROD_0002,Product 0002,Clothing,Clothing,98,412.38,40413.41,339,0,Thursday,5,2,2023
2023-05-05,PROD_0002,Product 0002,Clothing,Clothing,121,233.16,28212.82,845,0,Friday,5,2,2023
2023-05-06,PROD_0002,Product 0002,Clothing,Clothing,139,402.63,55965.95,453,0,Saturday,5,2,2023
2023-05-07,PROD_0002,Product 0002,Clothing,Clothing,129,154.53,19933.9,847,1,Sunday,5,2,2023
2023-05-08,PROD_0002,Product 0002,Clothing,Clothing,82,430.02,35261.3,293,0,Monday,5,2,2023
2023-05-09,PROD_0002,Product 0002,Clothing,Clothing,115,10.06,1157.36,698,1,Tuesday,5,2,2023
2023-05-10,PROD_0002,Product 0002,Clothing,Clothing,93,206.01,19158.91,395,0,Wednesday,5,2,2023
2023-05-11,PROD_0002,Product 0002,Clothing,Clothing,99,339.68,33628.13,710,0,Thursday,5,2,2023
2023-05-12,PROD_0002,Product 0002,Clothing,Clothing,103,179.03,18440.5,854,0,Friday,5,2,2023
2023-05-13,PROD_0002,Product 0002,Clothing,Clothing,79,362.17,28611.59,864,0,Saturday,5,2,2023
2023-05-14,PROD_0002,Product 0002,Clothing,Clothing,145,75.89,11003.45,799,0,Sunday,5,2,2023
2023-05-15,PROD_0002,Product 0002,Clothing,Clothing,78,485.54,37872.2,200,0,Monday,5,2,2023
2023-05-16,PROD_0002,Product 0002,Clothing,Clothing,98,369.37,36197.97,730,0,Tuesday,5,2,2023
2023-05-17,PROD_0002,Product 0002,Clothing,Clothing,120,54.44,6532.84,854,0,Wednesday,5,2,2023
2023-05-18,PROD_0002,Product 0002,Clothing,Clothing,93,45.55,4236.54,962,0,Thursday,5,2,2023
2023-05-19,PROD_0002,Product 0002,Clothing,Clothing,101,163.59,16522.45,848,0,Friday,5,2,2023
2023-05-20,PROD_0002,Product 0002,Clothing,Clothing,140,340.9,47725.58,187,0,Saturday,5,2,2023
2023-05-21,PROD_0002,Product 0002,Clothing,Clothing,153,304.81,46636.5,620,0,Sunday,5,2,2023
2023-05-22,PROD_0002,Product 0002,Clothing,Clothing,99,456.86,45228.9,170,0,Monday,5,2,2023
2023-05-23,PROD_0002,Product 0002,Clothing,Clothing,122,21.61,2636.98,51,0,Tuesday,5,2,2023
2023-05-24,PROD_0002,Product 0002,Clothing,Clothing,95,121.99,11588.98,857,0,Wednesday,5,2,2023
2023-05-25,PROD_0002,Product 0002,Clothing,Clothing,113,248.64,28096.77,923,0,Thursday,5,2,2023
2023-05-26,PROD_0002,Product 0002,Clothing,Clothing,117,485.46,56798.86,438,0,Friday,5,2,2023
2023-05-27,PROD_0002,Product 0002,Clothing,Clothing,143,343.15,49071.06,805,0,Saturday,5,2,2023
2023-05-28,PROD_0002,Product 0002,Clothing,Clothing,123,312.59,38448.56,219,0,Sunday,5,2,2023
2023-05-29,PROD_0002,Product 0002,Clothing,Clothing,83,413.63,34331.08,885,0,Monday,5,2,2023
2023-05-30,PROD_0002,Product 0002,Clothing,Clothing,94,474.17,44572.35,820,0,Tuesday,5,2,2023
2023-05-31,PROD_0002,Product 0002,Clothing,Clothing,119,39.89,4746.99,117,0,Wednesday,5,2,2023
2023-06-01,PROD_0002,Product 0002,Clothing,Clothing,85,482.43,41006.41,633,0,Thursday,6,2,2023
2023-06-02,PROD_0002,Product 0002,Clothing,Clothing,87,444.7,38688.82,790,0,Friday,6,2,2023
2023-06-03,PROD_0002,Product 0002,Clothing,Clothing,83,407.0,33781.04,864,0,Saturday,6,2,2023
2023-06-04,PROD_0002,Product 0002,Clothing,Clothing,122,92.17,11244.41,272,0,Sunday,6,2,2023
2023-06-05,PROD_0002,Product 0002,Clothing,Clothing,82,443.76,36388.2,506,0,Monday,6,2,2023
2023-06-06,PROD_0002,Product 0002,Clothing,Clothing,95,233.31,22164.85,421,0,Tuesday,6,2,2023
2023-06-07,PROD_0002,Product 0002,Clothing,Clothing,101,71.71,7242.58,329,0,Wednesday,6,2,2023
2023-06-08,PROD_0002,Product 0002,Clothing,Clothing,77,309.87,23859.94,741,0,Thursday,6,2,2023
2023-06-09,PROD_0002,Product 0002,Clothing,Clothing,75,309.55,23216.02,643,0,Friday,6,2,2023
2023-06-10,PROD_0002,Product 0002,Clothing,Clothing,102,39.1,3988.43,477,0,Saturday,6,2,2023
2023-06-11,PROD_0002,Product 0002,Clothing,Clothing,97,279.31,27092.82,543,1,Sunday,6,2,2023
2023-06-12,PROD_0002,Product 0002,Clothing,Clothing,73,195.88,14298.9,527,0,Monday,6,2,2023
2023-06-13,PROD_0002,Product 0002,Clothing,Clothing,80,312.53,25002.25,941,0,Tuesday,6,2,2023
2023-06-14,PROD_0002,Product 0002,Clothing,Clothing,94,316.98,29796.52,669,0,Wednesday,6,2,2023
2023-06-15,PROD_0002,Product 0002,Clothing,Clothing,69,109.42,7549.84,382,0,Thursday,6,2,2023
2023-06-16,PROD_0002,Product 0002,Clothing,Clothing,73,454.4,33170.87,581,0,Friday,6,2,2023
2023-06-17,PROD_0002,Product 0002,Clothing,Clothing,107,238.62,25532.57,541,0,Saturday,6,2,2023
2023-06-18,PROD_0002,Product 0002,Clothing,Clothing,129,261.05,33675.64,629,0,Sunday,6,2,2023
2023-06-19,PROD_0002,Product 0002,Clothing,Clothing,93,15.43,1435.2,746,0,Monday,6,2,2023
2023-06-20,PROD_0002,Product 0002,Clothing,Clothing,80,232.02,18561.8,884,0,Tuesday,6,2,2023
2023-06-21,PROD_0002,Product 0002,Clothing,Clothing,81,246.93,20001.01,185,0,Wednesday,6,2,2023
2023-06-22,PROD_0002,Product 0002,Clothing,Clothing,81,35.86,2904.47,579,0,Thursday,6,2,2023
2023-06-23,PROD_0002,Product 0002,Clothing,Clothing,84,40.93,3438.01,382,0,Friday,6,2,2023
2023-06-24,PROD_0002,Product 0002,Clothing,Clothing,85,402.13,34181.26,566,0,Saturday,6,2,2023
2023-06-25,PROD_0002,Product 0002,Clothing,Clothing,107,192.68,20616.95,432,0,Sunday,6,2,2023
2023-06-26,PROD_0002,Product 0002,Clothing,Clothing,85,91.71,7795.54,726,0,Monday,6,2,2023
2023-06-27,PROD_0002,Product 0002,Clothing,Clothing,92,269.1,24757.34,966,0,Tuesday,6,2,2023
2023-06-28,PROD_0002,Product 0002,Clothing,Clothing,78,84.37,6580.61,347,0,Wednesday,6,2,2023
2023-06-29,PROD_0002,Product 0002,Clothing,Clothing,66,467.66,30865.49,66,0,Thursday,6,2,2023
2023-06-30,PROD_0002,Product 0002,Clothing,Clothing,99,391.31,38739.24,899,0,Friday,6,2,2023
2023-07-01,PROD_0002,Product 0002,Clothing,Clothing,83,291.24,24172.51,8,0,Saturday,7,3,2023
2023-07-02,PROD_0002,Product 0002,Clothing,Clothing,78,436.95,34081.74,14,0,Sunday,7,3,2023
2023-07-03,PROD_0002,Product 0002,Clothing,Clothing,42,174.96,7348.27,711,0,Monday,7,3,2023
2023-07-04,PROD_0002,Product 0002,Clothing,Clothing,75,44.66,3349.84,464,0,Tuesday,7,3,2023
2023-07-05,PROD_0002,Product 0002,Clothing,Clothing,70,83.32,5832.34,133,0,Wednesday,7,3,2023
2023-07-06,PROD_0002,Product 0002,Clothing,Clothing,73,441.04,32196.17,140,0,Thursday,7,3,2023
2023-07-07,PROD_0002,Product 0002,Clothing,Clothing,72,84.95,6116.2,55,0,Friday,7,3,2023
2023-07-08,PROD_0002,Product 0002,Clothing,Clothing,70,245.7,17198.93,467,0,Saturday,7,3,2023
2023-07-09,PROD_0002,Product 0002,Clothing,Clothing,89,66.1,5883.1,708,0,Sunday,7,3,2023
2023-07-10,PROD_0002,Product 0002,Clothing,Clothing,64,103.54,6626.59,65,0,Monday,7,3,2023
2023-07-11,PROD_0002,Product 0002,Clothing,Clothing,61,388.05,23671.18,110,0,Tuesday,7,3,2023
2023-07-12,PROD_0002,Product 0002,Clothing,Clothing,57,432.14,24631.9,308,0,Wednesday,7,3,2023
2023-07-13,PROD_0002,Product 0002,Clothing,Clothing,83,380.81,31607.06,439,0,Thursday,7,3,2023
2023-07-14,PROD_0002,Product 0002,Clothing,Clothing,62,181.78,11270.2,859,0,Friday,7,3,2023
2023-07-15,PROD_0002,Product 0002,Clothing,Clothing,87,40.55,3527.49,36,0,Saturday,7,3,2023
2023-07-16,PROD_0002,Product 0002,Clothing,Clothing,58,77.27,4481.69,591,0,Sunday,7,3,2023
2023-07-17,PROD_0002,Product 0002,Clothing,Clothing,73,40.03,2922.38,418,0,Monday,7,3,2023
2023-07-18,PROD_0002,Product 0002,Clothing,Clothing,80,70.04,5603.51,213,0,Tuesday,7,3,2023
2023-07-19,PROD_0002,Product 0002,Clothing,Clothing,59,336.82,19872.54,918,0,Wednesday,7,3,2023
2023-07-20,PROD_0002,Product 0002,Clothing,Clothing,54,455.83,24615.02,462,0,Thursday,7,3,2023
2023-07-21,PROD_0002,Product 0002,Clothing,Clothing,85,272.66,23176.04,882,0,Friday,7,3,2023
2023-07-22,PROD_0002,Product 0002,Clothing,Clothing,68,134.0,9111.87,431,0,Saturday,7,3,2023
2023-07-23,PROD_0002,Product 0002,Clothing,Clothing,92,305.09,28067.96,89,0,Sunday,7,3,2023
2023-07-24,PROD_0002,Product 0002,Clothing,Clothing,55,73.07,4018.73,659,0,Monday,7,3,2023
2023-07-25,PROD_0002,Product 0002,Clothing,Clothing,79,250.63,19799.75,497,0,Tuesday,7,3,2023
2023-07-26,PROD_0002,Product 0002,Clothing,Clothing,52,431.51,22438.3,901,0,Wednesday,7,3,2023
2023-07-27,PROD_0002,Product 0002,Clothing,Clothing,69,94.92,6549.43,663,0,Thursday,7,3,2023
2023-07-28,PROD_0002,Product 0002,Clothing,Clothing,65,350.1,22756.48,343,0,Friday,7,3,2023
2023-07-29,PROD_0002,Product 0002,Clothing,Clothing,83,22.58,1874.11,490,0,Saturday,7,3,2023
2023-07-30,PROD_0002,Product 0002,Clothing,Clothing,84,169.06,14201.45,918,0,Sunday,7,3,2023
2023-07-31,PROD_0002,Product 0002,Clothing,Clothing,66,271.8,17939.07,929,0,Monday,7,3,2023
2023-08-01,PROD_0002,Product 0002,Clothing,Clothing,50,388.28,19413.81,344,0,Tuesday,8,3,2023
2023-08-02,PROD_0002,Product 0002,Clothing,Clothing,39,285.48,11133.86,550,0,Wednesday,8,3,2023
2023-08-03,PROD_0002,Product 0002,Clothing,Clothing,61,405.31,24723.98,273,0,Thursday,8,3,2023
2023-08-04,PROD_0002,Product 0002,Clothing,Clothing,57,17.29,985.77,520,0,Friday,8,3,2023
2023-08-05,PROD_0002,Product 0002,Clothing,Clothing,61,146.63,8944.59,142,0,Saturday,8,3,2023
2023-08-06,PROD_0002,Product 0002,Clothing,Clothing,63,296.0,18647.73,769,0,Sunday,8,3,2023
2023-08-07,PROD_0002,Product 0002,Clothing,Clothing,55,20.19,1110.62,188,0,Monday,8,3,2023
2023-08-08,PROD_0002,Product 0002,Clothing,Clothing,51,127.96,6526.04,508,0,Tuesday,8,3,2023
2023-08-09,PROD_0002,Product 0002,Clothing,Clothing,48,110.75,5315.86,548,0,Wednesday,8,3,2023
2023-08-10,PROD_0002,Product 0002,Clothing,Clothing,54,160.26,8653.94,790,0,Thursday,8,3,2023
2023-08-11,PROD_0002,Product 0002,Clothing,Clothing,54,370.22,19991.79,668,0,Friday,8,3,2023
2023-08-12,PROD_0002,Product 0002,Clothing,Clothing,70,381.4,26698.32,747,0,Saturday,8,3,2023
2023-08-13,PROD_0002,Product 0002,Clothing,Clothing,70,108.65,7605.73,633,0,Sunday,8,3,2023
2023-08-14,PROD_0002,Product 0002,Clothing,Clothing,49,160.61,7869.83,885,0,Monday,8,3,2023
2023-08-15,PROD_0002,Product 0002,Clothing,Clothing,40,315.13,12605.18,955,0,Tuesday,8,3,2023
2023-08-16,PROD_0002,Product 0002,Clothing,Clothing,53,443.71,23516.69,216,0,Wednesday,8,3,2023
2023-08-17,PROD_0002,Product 0002,Clothing,Clothing,45,357.47,16086.25,466,1,Thursday,8,3,2023
2023-08-18,PROD_0002,Product 0002,Clothing,Clothing,39,40.48,1578.69,231,0,Friday,8,3,2023
2023-08-19,PROD_0002,Product 0002,Clothing,Clothing,54,51.39,2774.85,594,0,Saturday,8,3,2023
2023-08-20,PROD_0002,Product 0002,Clothing,Clothing,70,452.81,31696.38,920,1,Sunday,8,3,2023
2023-08-21,PROD_0002,Product 0002,Clothing,Clothing,46,61.86,2845.64,125,0,Monday,8,3,2023
2023-08-22,PROD_0002,Product 0002,Clothing,Clothing,63,240.4,15145.41,481,0,Tuesday,8,3,2023
2023-08-23,PROD_0002,Product 0002,Clothing,Clothing,49,87.21,4273.42,946,1,Wednesday,8,3,2023
2023-08-24,PROD_0002,Product 0002,Clothing,Clothing,57,402.0,22914.12,787,0,Thursday,8,3,2023
2023-08-25,PROD_0002,Product 0002,Clothing,Clothing,41,417.66,17123.96,620,0,Friday,8,3,2023
2023-08-26,PROD_0002,Product 0002,Clothing,Clothing,71,143.6,10195.92,757,0,Saturday,8,3,2023
2023-08-27,PROD_0002,Product 0002,Clothing,Clothing,73,470.87,34373.64,463,0,Sunday,8,3,2023
2023-08-28,PROD_0002,Product 0002,Clothing,Clothing,42,423.96,17806.47,689,0,Monday,8,3,2023
2023-08-29,PROD_0002,Product 0002,Clothing,Clothing,47,281.87,13247.98,208,0,Tuesday,8,3,2023
2023-08-30,PROD_0002,Product 0002,Clothing,Clothing,51,329.38,16798.32,115,0,Wednesday,8,3,2023
2023-08-31,PROD_0002,Product 0002,Clothing,Clothing,51,385.8,19675.86,94,0,Thursday,8,3,2023
2023-09-01,PROD_0002,Product 0002,Clothing,Clothing,40,226.02,9040.99,334,0,Friday,9,3,2023
2023-09-02,PROD_0002,Product 0002,Clothing,Clothing,59,194.55,11478.54,246,0,Saturday,9,3,2023
2023-09-03,PROD_0002,Product 0002,Clothing,Clothing,64,188.01,12032.65,221,1,Sunday,9,3,2023
2023-09-04,PROD_0002,Product 0002,Clothing,Clothing,40,108.02,4320.83,78,0,Monday,9,3,2023
2023-09-05,PROD_0002,Product 0002,Clothing,Clothing,45,243.09,10939.15,926,0,Tuesday,9,3,2023
2023-09-06,PROD_0002,Product 0002,Clothing,Clothing,32,195.09,6243.01,346,0,Wednesday,9,3,2023
2023-09-07,PROD_0002,Product 0002,Clothing,Clothing,45,296.61,13347.4,596,0,Thursday,9,3,2023
2023-09-08,PROD_0002,Product 0002,Clothing,Clothing,41,443.08,18166.29,305,0,Friday,9,3,2023
2023-09-09,PROD_0002,Product 0002,Clothing,Clothing,48,142.6,6844.91,596,0,Saturday,9,3,2023
2023-09-10,PROD_0002,Product 0002,Clothing,Clothing,40,361.56,14462.35,984,0,Sunday,9,3,2023
2023-09-11,PROD_0002,Product 0002,Clothing,Clothing,42,34.64,1454.93,708,0,Monday,9,3,2023
2023-09-12,PROD_0002,Product 0002,Clothing,Clothing,47,62.31,2928.67,341,0,Tuesday,9,3,2023
2023-09-13,PROD_0002,Product 0002,Clothing,Clothing,40,63.01,2520.52,529,0,Wednesday,9,3,2023
2023-09-14,PROD_0002,Product 0002,Clothing,Clothing,47,128.68,6048.14,131,0,Thursday,9,3,2023
2023-09-15,PROD_0002,Product 0002,Clothing,Clothing,37,328.21,12143.67,104,0,Friday,9,3,2023
2023-09-16,PROD_0002,Product 0002,Clothing,Clothing,46,423.7,19490.24,801,0,Saturday,9,3,2023
2023-09-17,PROD_0002,Product 0002,Clothing,Clothing,66,175.23,11565.28,294,0,Sunday,9,3,2023
2023-09-18,PROD_0002,Product 0002,Clothing,Clothing,41,463.99,19023.55,181,0,Monday,9,3,2023
2023-09-19,PROD_0002,Product 0002,Clothing,Clothing,43,492.87,21193.56,617,0,Tuesday,9,3,2023
2023-09-20,PROD_0002,Product 0002,Clothing,Clothing,52,155.23,8071.94,67,1,Wednesday,9,3,2023
2023-09-21,PROD_0002,Product 0002,Clothing,Clothing,38,13.16,500.16,434,0,Thursday,9,3,2023
2023-09-22,PROD_0002,Product 0002,Clothing,Clothing,51,20.49,1044.83,410,0,Friday,9,3,2023
2023-09-23,PROD_0002,Product 0002,Clothing,Clothing,49,113.7,5571.32,82,0,Saturday,9,3,2023
2023-09-24,PROD_0002,Product 0002,Clothing,Clothing,51,37.88,1932.1,573,0,Sunday,9,3,2023
2023-09-25,PROD_0002,Product 0002,Clothing,Clothing,32,67.98,2175.51,111,0,Monday,9,3,2023
2023-09-26,PROD_0002,Product 0002,Clothing,Clothing,43,478.53,20576.79,470,0,Tuesday,9,3,2023
2023-09-27,PROD_0002,Product 0002,Clothing,Clothing,42,296.95,12471.79,939,0,Wednesday,9,3,2023
2023-09-28,PROD_0002,Product 0002,Clothing,Clothing,45,347.82,15652.04,852,0,Thursday,9,3,2023
2023-09-29,PROD_0002,Product 0002,Clothing,Clothing,47,99.28,4666.17,679,0,Friday,9,3,2023
2023-09-30,PROD_0002,Product 0002,Clothing,Clothing,54,71.11,3839.74,703,1,Saturday,9,3,2023
2023-10-01,PROD_0002,Product 0002,Clothing,Clothing,59,147.87,8724.15,451,0,Sunday,10,4,2023
2023-10-02,PROD_0002,Product 0002,Clothing,Clothing,43,232.48,9996.74,1,0,Monday,10,4,2023
2023-10-03,PROD_0002,Product 0002,Clothing,Clothing,49,419.43,20551.86,339,0,Tuesday,10,4,2023
2023-10-04,PROD_0002,Product 0002,Clothing,Clothing,37,66.59,2463.86,210,0,Wednesday,10,4,2023
2023-10-05,PROD_0002,Product 0002,Clothing,Clothing,46,157.4,7240.4,43,1,Thursday,10,4,2023
2023-10-06,PROD_0002,Product 0002,Clothing,Clothing,49,384.78,18854.1,566,0,Friday,10,4,2023
2023-10-07,PROD_0002,Product 0002,Clothing,Clothing,61,479.2,29230.91,333,0,Saturday,10,4,2023
2023-10-08,PROD_0002,Product 0002,Clothing,Clothing,66,396.24,26151.74,412,0,Sunday,10,4,2023
2023-10-09,PROD_0002,Product 0002,Clothing,Clothing,51,371.05,18923.69,0,0,Monday,10,4,2023
2023-10-10,PROD_0002,Product 0002,Clothing,Clothing,55,367.89,20234.05,9,0,Tuesday,10,4,2023
2023-10-11,PROD_0002,Product 0002,Clothing,Clothing,57,182.73,10415.85,73,1,Wednesday,10,4,2023
2023-10-12,PROD_0002,Product 0002,Clothing,Clothing,52,336.58,17502.41,715,0,Thursday,10,4,2023
2023-10-13,PROD_0002,Product 0002,Clothing,Clothing,43,389.27,16738.68,493,0,Friday,10,4,2023
2023-10-14,PROD_0002,Product 0002,Clothing,Clothing,76,235.65,17909.4,113,0,Saturday,10,4,2023
2023-10-15,PROD_0002,Product 0002,Clothing,Clothing,75,23.27,1745.48,992,0,Sunday,10,4,2023
2023-10-16,PROD_0002,Product 0002,Clothing,Clothing,42,355.19,14917.92,116,0,Monday,10,4,2023
2023-10-17,PROD_0002,Product 0002,Clothing,Clothing,46,411.23,18916.41,888,0,Tuesday,10,4,2023
2023-10-18,PROD_0002,Product 0002,Clothing,Clothing,47,395.21,18575.07,272,0,Wednesday,10,4,2023
2023-10-19,PROD_0002,Product 0002,Clothing,Clothing,51,448.18,22857.31,876,0,Thursday,10,4,2023
2023-10-20,PROD_0002,Product 0002,Clothing,Clothing,60,352.57,21154.07,556,0,Friday,10,4,2023
2023-10-21,PROD_0002,Product 0002,Clothing,Clothing,75,191.94,14395.37,403,0,Saturday,10,4,2023
2023-10-22,PROD_0002,Product 0002,Clothing,Clothing,59,267.53,15784.01,204,0,Sunday,10,4,2023
2023-10-23,PROD_0002,Product 0002,Clothing,Clothing,39,405.91,15830.62,728,0,Monday,10,4,2023
2023-10-24,PROD_0002,Product 0002,Clothing,Clothing,48,141.69,6801.29,479,0,Tuesday,10,4,2023
2023-10-25,PROD_0002,Product 0002,Clothing,Clothing,54,303.93,16412.26,176,0,Wednesday,10,4,2023
2023-10-26,PROD_0002,Product 0002,Clothing,Clothing,48,386.95,18573.72,665,0,Thursday,10,4,2023
2023-10-27,PROD_0002,Product 0002,Clothing,Clothing,58,432.41,25079.85,829,0,Friday,10,4,2023
2023-10-28,PROD_0002,Product 0002,Clothing,Clothing,70,18.08,1265.45,143,0,Saturday,10,4,2023
2023-10-29,PROD_0002,Product 0002,Clothing,Clothing,58,300.89,17451.69,232,0,Sunday,10,4,2023
2023-10-30,PROD_0002,Product 0002,Clothing,Clothing,57,66.55,3793.49,160,0,Monday,10,4,2023
2023-10-31,PROD_0002,Product 0002,Clothing,Clothing,40,504.79,20191.42,458,0,Tuesday,10,4,2023
2023-11-01,PROD_0002,Product 0002,Clothing,Clothing,63,388.53,24477.29,729,0,Wednesday,11,4,2023
2023-11-02,PROD_0002,Product 0002,Clothing,Clothing,55,211.66,11641.18,923,0,Thursday,11,4,2023
2023-11-03,PROD_0002,Product 0002,Clothing,Clothing,71,32.88,2334.37,86,0,Friday,11,4,2023
2023-11-04,PROD_0002,Product 0002,Clothing,Clothing,93,260.41,24218.31,698,1,Saturday,11,4,2023
2023-11-05,PROD_0002,Product 0002,Clothing,Clothing,88,261.35,22998.92,511,1,Sunday,11,4,2023
2023-11-06,PROD_0002,Product 0002,Clothing,Clothing,48,299.46,14374.04,191,0,Monday,11,4,2023
2023-11-07,PROD_0002,Product 0002,Clothing,Clothing,71,67.31,4778.74,245,0,Tuesday,11,4,2023
2023-11-08,PROD_0002,Product 0002,Clothing,Clothing,59,415.01,24485.55,154,0,Wednesday,11,4,2023
2023-11-09,PROD_0002,Product 0002,Clothing,Clothing,44,49.81,2191.79,68,0,Thursday,11,4,2023
2023-11-10,PROD_0002,Product 0002,Clothing,Clothing,54,358.75,19372.74,270,0,Friday,11,4,2023
2023-11-11,PROD_0002,Product 0002,Clothing,Clothing,80,150.92,12073.26,839,0,Saturday,11,4,2023
2023-11-12,PROD_0002,Product 0002,Clothing,Clothing,95,332.44,31582.07,525,0,Sunday,11,4,2023
2023-11-13,PROD_0002,Product 0002,Clothing,Clothing,65,329.57,21421.76,118,0,Monday,11,4,2023
2023-11-14,PROD_0002,Product 0002,Clothing,Clothing,61,274.4,16738.46,515,0,Tuesday,11,4,2023
2023-11-15,PROD_0002,Product 0002,Clothing,Clothing,58,371.74,21561.18,120,1,Wednesday,11,4,2023
2023-11-16,PROD_0002,Product 0002,Clothing,Clothing,67,390.52,26164.73,391,0,Thursday,11,4,2023
2023-11-17,PROD_0002,Product 0002,Clothing,Clothing,65,225.09,14631.01,651,0,Friday,11,4,2023
2023-11-18,PROD_0002,Product 0002,Clothing,Clothing,61,248.47,15156.44,211,0,Saturday,11,4,2023
2023-11-19,PROD_0002,Product 0002,Clothing,Clothing,87,380.55,33107.93,252,0,Sunday,11,4,2023
2023-11-20,PROD_0002,Product 0002,Clothing,Clothing,50,274.83,13741.44,678,0,Monday,11,4,2023
2023-11-21,PROD_0002,Product 0002,Clothing,Clothing,60,191.55,11493.14,409,0,Tuesday,11,4,2023
2023-11-22,PROD_0002,Product 0002,Clothing,Clothing,64,189.5,12128.02,377,0,Wednesday,11,4,2023
2023-11-23,PROD_0002,Product 0002,Clothing,Clothing,59,287.95,16989.3,562,0,Thursday,11,4,2023
2023-11-24,PROD_0002,Product 0002,Clothing,Clothing,64,294.57,18852.54,983,0,Friday,11,4,2023
2023-11-25,PROD_0002,Product 0002,Clothing,Clothing,88,413.37,36376.18,755,0,Saturday,11,4,2023
2023-11-26,PROD_0002,Product 0002,Clothing,Clothing,75,271.24,20343.16,543,1,Sunday,11,4,2023
2023-11-27,PROD_0002,Product 0002,Clothing,Clothing,59,252.39,14890.85,56,0,Monday,11,4,2023
2023-11-28,PROD_0002,Product 0002,Clothing,Clothing,63,403.43,25416.1,928,0,Tuesday,11,4,2023
2023-11-29,PROD_0002,Product 0002,Clothing,Clothing,59,334.72,19748.29,757,0,Wednesday,11,4,2023
2023-11-30,PROD_0002,Product 0002,Clothing,Clothing,74,419.72,31059.6,342,0,Thursday,11,4,2023
2023-12-01,PROD_0002,Product 0002,Clothing,Clothing,67,528.93,35438.19,163,0,Friday,12,4,2023
2023-12-02,PROD_0002,Product 0002,Clothing,Clothing,111,441.37,48992.22,861,0,Saturday,12,4,2023
2023-12-03,PROD_0002,Product 0002,Clothing,Clothing,83,364.68,30268.37,832,0,Sunday,12,4,2023
2023-12-04,PROD_0002,Product 0002,Clothing,Clothing,74,95.13,7039.55,409,0,Monday,12,4,2023
2023-12-05,PROD_0002,Product 0002,Clothing,Clothing,82,128.23,10514.48,89,0,Tuesday,12,4,2023
2023-12-06,PROD_0002,Product 0002,Clothing,Clothing,87,476.16,41426.01,593,0,Wednesday,12,4,2023
2023-12-07,PROD_0002,Product 0002,Clothing,Clothing,79,279.89,22111.21,996,0,Thursday,12,4,2023
2023-12-08,PROD_0002,Product 0002,Clothing,Clothing,79,28.6,2259.19,328,0,Friday,12,4,2023
2023-12-09,PROD_0002,Product 0002,Clothing,Clothing,123,454.24,55871.26,329,0,Saturday,12,4,2023
2023-12-10,PROD_0002,Product 0002,Clothing,Clothing,96,422.03,40514.66,774,0,Sunday,12,4,2023
2023-12-11,PROD_0002,Product 0002,Clothing,Clothing,72,327.84,23604.75,751,0,Monday,12,4,2023
2023-12-12,PROD_0002,Product 0002,Clothing,Clothing,71,382.12,27130.35,662,0,Tuesday,12,4,2023
2023-12-13,PROD_0002,Product 0002,Clothing,Clothing,78,222.72,17372.44,218,0,Wednesday,12,4,2023
2023-12-14,PROD_0002,Product 0002,Clothing,Clothing,88,149.49,13154.85,601,0,Thursday,12,4,2023
2023-12-15,PROD_0002,Product 0002,Clothing,Clothing,89,407.09,36230.64,523,0,Friday,12,4,2023
2023-12-16,PROD_0002,Product 0002,Clothing,Clothing,128,75.76,9697.77,225,0,Saturday,12,4,2023
2023-12-17,PROD_0002,Product 0002,Clothing,Clothing,130,487.9,63427.02,589,0,Sunday,12,4,2023
2023-12-18,PROD_0002,Product 0002,Clothing,Clothing,105,118.37,12428.73,100,1,Monday,12,4,2023
2023-12-19,PROD_0002,Product 0002,Clothing,Clothing,72,116.93,8418.97,677,0,Tuesday,12,4,2023
2023-12-20,PROD_0002,Product 0002,Clothing,Clothing,68,119.68,8138.43,862,0,Wednesday,12,4,2023
2023-12-21,PROD_0002,Product 0002,Clothing,Clothing,78,396.14,30898.62,971,0,Thursday,12,4,2023
2023-12-22,PROD_0002,Product 0002,Clothing,Clothing,100,447.31,44730.51,509,0,Friday,12,4,2023
